Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2013-08-26,Uluru,3.8,29.1,0,NA,NA,NNW,43,E,NNW,7,17,34,10,1021.8,1016.9,NA,NA,16.1,27.8,No,0,No
2013-08-27,Uluru,5.6,31.1,0,NA,NA,NNE,39,NA,NW,0,20,23,11,1019.9,1016,NA,NA,18.5,30.4,No,0,No
2013-08-28,Uluru,6.2,32.7,0,NA,NA,NNW,63,NA,NW,0,37,26,9,1016.5,1010.8,NA,NA,19.2,31.6,No,0,No
2013-08-29,Uluru,9.4,29.3,0,NA,NA,NW,37,SSE,NW,11,24,32,15,1017.3,1013.2,NA,NA,18.3,28.5,No,0,No
2013-08-30,Uluru,8.2,34.6,0,NA,NA,NW,65,NE,NW,6,37,29,13,1014.5,1009.6,NA,NA,19.9,33.7,No,0,No
2013-08-31,Uluru,11.2,32.7,0,NA,NA,NNW,39,SE,NNW,2,19,29,18,1017.7,1014.7,NA,NA,22.3,31.6,No,0,No
2013-09-01,Uluru,13,35.4,0,NA,NA,WNW,39,SE,N,13,17,28,17,1020.6,1016.6,NA,NA,22.9,34.8,No,0.6,No
2013-09-02,Uluru,14.9,34.2,0.6,NA,NA,W,43,S,WNW,11,28,33,17,1022.2,1019.2,NA,NA,26.4,32.8,No,0,No
2013-09-03,Uluru,16,35,0,NA,NA,N,35,E,ESE,6,6,36,12,1022,1017.3,NA,NA,22.9,33.3,No,0,No
2013-09-04,Uluru,12.9,34.9,0,NA,NA,N,43,ESE,N,7,15,20,10,1021.1,1017,NA,NA,23.8,34.2,No,0,No
2013-09-05,Uluru,13.7,33.7,0,NA,NA,NNE,35,ESE,ENE,15,15,29,11,1021.9,1018.3,NA,NA,24.1,32.7,No,0,No
2013-09-06,Uluru,11.3,33.5,0,NA,NA,NNE,24,S,WNW,13,7,25,9,1022.2,1017.8,NA,NA,21.8,32,No,0,No
2013-09-07,Uluru,13.4,32.9,0,NA,NA,NE,35,ESE,NE,7,20,20,8,1020.4,1015.9,NA,NA,22.3,32,No,0,No
2013-09-08,Uluru,9.3,33.1,0,NA,NA,N,43,NE,NNE,7,19,19,9,1018.4,1013.4,NA,NA,21.4,32,No,0,No
2013-09-09,Uluru,11.6,33.4,0,NA,NA,WNW,48,SSE,NW,7,24,30,11,1015.8,1011,NA,NA,21.7,32.3,No,0,No
2013-09-10,Uluru,11.7,31.5,0,NA,NA,NE,41,E,W,24,13,31,17,1015.7,1011.3,NA,NA,19.6,29.7,No,0,No
2013-09-11,Uluru,11.8,35.4,0,NA,NA,NW,50,ENE,NW,15,33,28,11,1013.2,1008.3,NA,NA,22.9,34.1,No,0,No
2013-09-12,Uluru,16.7,32.7,0,NA,NA,WSW,57,W,W,22,33,23,15,1011.9,1009.6,NA,NA,25.6,31.2,No,0,No
2013-09-13,Uluru,10.2,30,0,NA,NA,NE,39,SE,WNW,17,15,27,13,1017,1011.7,NA,NA,20.2,28.8,No,0,No
2013-09-14,Uluru,7.6,34.2,0,NA,NA,NW,61,ESE,NW,4,37,22,11,1011.8,1005.9,NA,NA,21.3,33,No,0,No
2013-09-15,Uluru,13.4,32.1,0,NA,NA,W,69,SSW,WNW,17,37,23,10,1009,1005.6,NA,NA,21.5,31.6,No,0,No
2013-09-16,Uluru,9.4,26.9,0,NA,NA,S,33,S,S,17,11,37,22,1015.9,1012.2,NA,NA,17.3,25.6,No,0,No
2013-09-17,Uluru,6.9,31.6,0,NA,NA,WNW,54,ENE,WNW,15,28,30,10,1013.2,1007.8,NA,NA,20,30.2,No,0,No
2013-09-18,Uluru,9.6,26.8,0,NA,NA,S,52,SE,N,15,9,27,15,1015.2,1010.4,NA,NA,17,24.5,No,0,No
2013-09-19,Uluru,6.6,28.4,0,NA,NA,SSW,31,ESE,S,15,17,24,8,1015,1011.6,NA,NA,18.6,27.3,No,0,No
2013-09-20,Uluru,3.7,31.9,0,NA,NA,NE,37,ESE,NW,11,20,14,6,1016.6,1011.4,NA,NA,19.8,30.2,No,0,No
2013-09-21,Uluru,8.4,35.2,0,NA,NA,WNW,43,SSE,WSW,7,17,14,7,1014.1,1009.9,NA,NA,21.8,34.6,No,0,No
2013-09-22,Uluru,10.9,37.3,0,NA,NA,NW,63,E,NNW,7,31,11,7,1011.4,1006.1,NA,NA,25.6,36.6,No,0,No
2013-09-23,Uluru,14.3,36,0,NA,NA,NW,59,SW,WNW,19,22,11,7,1009.2,1005.7,NA,NA,27.6,34.9,No,0,No
2013-09-24,Uluru,10.4,35.5,0,NA,NA,NW,44,SSW,NNW,17,28,16,7,1011.8,1008,NA,NA,24.7,34,No,0,No
2013-09-25,Uluru,10.9,36.3,0,NA,NA,W,69,NNE,W,7,26,20,8,1013.4,1009.6,NA,NA,23.7,35,No,0,No
2013-09-26,Uluru,15,30.2,0,NA,NA,S,50,ESE,ENE,26,24,30,15,1019,1013.5,NA,NA,19.7,27.6,No,0,No
2013-09-27,Uluru,12.4,33.7,0,NA,NA,WSW,35,SE,SE,11,11,17,8,1016.4,1012.6,NA,NA,24,32.4,No,0,No
2013-09-28,Uluru,13.4,33.4,0,NA,NA,E,50,E,E,35,11,24,10,1018.3,1012.8,NA,NA,22.2,32.2,No,0,No
2013-09-29,Uluru,13.7,35.9,0,NA,NA,NNW,35,NE,NNW,13,24,35,12,1014.7,1008.7,NA,NA,24.5,34.8,No,0,No
2013-09-30,Uluru,15,36.8,0,NA,NA,NNW,70,N,NNW,24,43,25,15,1010.6,1005.8,NA,NA,29,35.3,No,0,No
2013-10-01,Uluru,14.8,29.7,0,NA,NA,S,59,SSE,E,26,7,47,21,1018.9,1014.4,NA,NA,17.1,27.9,No,0,No
2013-10-02,Uluru,10.7,31.7,0,NA,NA,S,39,ESE,SSE,17,11,20,9,1020.2,1016.7,NA,NA,22,30.4,No,0,No
2013-10-03,Uluru,13.6,30.1,0,NA,NA,ESE,39,ESE,E,24,19,34,11,1022.8,1018.2,NA,NA,19.7,28.6,No,0,No
2013-10-04,Uluru,10.3,31.7,0,NA,NA,NE,41,E,NNE,24,13,20,6,1020.3,1013.9,NA,NA,20.1,29.7,No,0,No
2013-10-05,Uluru,9.1,35.3,0,NA,NA,E,26,ESE,S,2,9,11,5,1014.8,1010.1,NA,NA,23.2,33.7,No,0,No
2013-10-06,Uluru,11,38.5,0,NA,NA,NNW,35,E,NW,7,11,12,6,1011.1,1008.2,NA,NA,21.8,37.5,No,0,No
2013-10-07,Uluru,12.8,41.1,0,NA,NA,SW,44,SSW,NNW,6,15,12,5,1010.6,1008.6,NA,NA,25.4,38.2,No,0,No
2013-10-08,Uluru,21.1,41.2,0,NA,NA,NW,43,E,N,24,22,13,4,1013.6,1009.9,NA,NA,26.4,38.8,No,0,No
2013-10-09,Uluru,15.8,41.4,0,NA,NA,NNW,50,SSE,NW,7,24,15,4,1012.3,1008.5,NA,NA,24.1,39.7,No,0,No
2013-10-10,Uluru,17.9,33.6,0,NA,NA,S,50,SSW,S,30,30,20,19,1012.3,1012,NA,NA,28.8,31.7,No,0,No
2013-10-11,Uluru,15.7,29.7,0,NA,NA,ESE,54,E,NE,31,24,47,19,1017.7,1012.2,NA,NA,19.2,27.9,No,0,No
2013-10-12,Uluru,15.9,37.8,0,NA,NA,W,59,SSE,W,9,28,24,8,1011.8,1006.5,NA,NA,23.7,36.6,No,0,No
2013-10-13,Uluru,15.4,27.1,0,NA,NA,SSE,54,SSE,SSE,28,24,46,17,1019.2,1016,NA,NA,17.3,25.9,No,0,No
2013-10-14,Uluru,11.2,26.3,0,NA,NA,E,59,E,SE,37,26,26,14,1023,1017.9,NA,NA,17.1,24.4,No,0,No
2013-10-15,Uluru,10.5,30.9,0,NA,NA,E,30,ENE,N,20,7,20,10,1021,1015.6,NA,NA,18.6,29,No,0,No
2013-10-16,Uluru,9.5,38.1,0,NA,NA,W,57,N,W,9,31,15,9,1015.3,1009.1,NA,NA,25.3,37.1,No,0,No
2013-10-17,Uluru,18,32,0,NA,NA,SSE,44,SE,SE,26,15,46,18,1018.8,1014.5,NA,NA,21,31.1,No,0,No
2013-10-18,Uluru,15.8,33.4,0,NA,NA,ENE,46,E,E,28,17,20,10,1019.5,1014.2,NA,NA,21.7,32.5,No,0,No
2013-10-19,Uluru,15.3,39.9,0,NA,NA,NW,43,ESE,SW,7,13,8,6,1015.1,1009.2,NA,NA,26,38.1,No,0,No
2013-10-20,Uluru,20.1,40.4,0,NA,NA,NNE,63,N,NNW,19,26,8,8,1010.5,1005.7,NA,NA,33.4,38.7,No,0,No
2013-10-21,Uluru,23.8,35.1,0,NA,NA,SSW,52,NNE,W,2,15,30,19,1010.1,1007.5,NA,NA,29,34,No,0,No
2013-10-22,Uluru,16,30.2,0,NA,NA,S,43,SSE,SE,28,15,42,18,1017.3,1013.6,NA,NA,19.5,27.7,No,0,No
2013-10-23,Uluru,16.6,29.6,0,NA,NA,ESE,41,ESE,E,28,19,42,23,1018.8,1015.2,NA,NA,19.9,27.8,No,0,No
2013-10-24,Uluru,12.4,28.4,0,NA,NA,E,54,ESE,SE,33,20,28,16,1021.7,1017.3,NA,NA,19.5,27,No,0,No
2013-10-25,Uluru,11.9,31.9,0,NA,NA,ESE,48,ENE,ESE,33,15,22,9,1022.4,1017.2,NA,NA,21.5,30.4,No,0,No
2013-10-26,Uluru,13.8,35,0,NA,NA,ENE,35,ENE,ENE,26,15,9,6,1022,1016.4,NA,NA,24.2,33.7,No,0,No
2013-10-27,Uluru,14.2,37.9,0,NA,NA,S,33,NE,E,15,11,6,6,1018,1012.8,NA,NA,27.1,36.7,No,0,No
2013-10-28,Uluru,18.8,36.6,0,NA,NA,SSE,46,SE,SSE,24,22,23,11,1015.9,1012.6,NA,NA,29,35,No,0,No
2013-10-29,Uluru,18.3,32.3,0,NA,NA,E,48,ESE,ESE,31,13,27,14,1019.6,1014.4,NA,NA,22.3,30.9,No,0,No
2013-10-30,Uluru,16.6,33.1,0,NA,NA,E,41,E,NE,26,11,22,13,1019,1014.3,NA,NA,23.2,31.1,No,0,No
2013-10-31,Uluru,15.8,35.1,0,NA,NA,E,39,E,ENE,28,19,12,10,1019.2,1014.6,NA,NA,25.6,33.1,No,0,No
2013-11-01,Uluru,16.9,36.6,0,NA,NA,ESE,35,ENE,SE,20,22,10,7,1018,1013.1,NA,NA,26.6,35.4,No,0,No
2013-11-02,Uluru,15.7,36.8,0,NA,NA,SSE,39,ENE,SE,28,15,7,5,1017.2,1012.6,NA,NA,28.3,35.4,No,0,No
2013-11-03,Uluru,14.9,38.2,0,NA,NA,E,46,E,ESE,22,28,8,5,1017.2,1013.1,NA,NA,30.1,37,No,0,No
2013-11-04,Uluru,21.3,38.3,0,NA,NA,ENE,57,E,ENE,41,30,15,9,1018.4,1013.9,NA,NA,28.8,36.9,No,0,No
2013-11-05,Uluru,20.7,38.9,0,NA,NA,E,39,E,NE,24,11,9,7,1017,1011.6,NA,NA,28.5,37.2,No,0,No
2013-11-06,Uluru,18.7,41.4,0,NA,NA,NW,56,NNE,NNW,11,24,9,6,1012.8,1007.5,NA,NA,31.1,40,No,0,No
2013-11-07,Uluru,22.6,42.4,0,NA,NA,NNW,59,N,NW,24,37,10,6,1007.7,1003.5,NA,NA,34.4,40.5,No,0,No
2013-11-08,Uluru,18.7,31.7,0,NA,NA,SE,41,SE,SSE,28,22,62,31,1013.1,1009.8,NA,NA,20.7,29.9,No,0,No
2013-11-09,Uluru,18.5,31.6,0,NA,NA,ESE,48,ESE,ENE,30,20,29,20,1015.3,1011.5,NA,NA,22.4,29.6,No,0,No
2013-11-10,Uluru,16.5,31.1,0,NA,NA,ESE,48,ESE,ESE,31,15,22,15,1016.4,1011.4,NA,NA,21.5,29.2,No,0,No
2013-11-11,Uluru,15.7,30.2,0,NA,NA,E,52,E,NNE,31,9,18,11,1016.3,1011.1,NA,NA,21.5,29.4,No,0,No
2013-11-12,Uluru,13.3,31.7,0,NA,NA,S,61,ENE,SE,33,13,14,8,1014.8,1010.3,NA,NA,22.6,31,No,0,No
2013-11-13,Uluru,14.7,35.9,0,NA,NA,ENE,46,ENE,ENE,30,13,9,7,1014.1,1009.4,NA,NA,24.8,33.7,No,0,No
2013-11-14,Uluru,17.4,38.2,0,NA,NA,W,37,NE,W,9,24,9,8,1013.9,1009,NA,NA,27,36.6,No,0,No
2013-11-15,Uluru,21.1,38.8,0,NA,NA,WSW,70,NW,NW,26,19,13,9,1009.9,1006.8,NA,NA,32.7,37.5,No,0,No
2013-11-16,Uluru,21.1,34.6,0,NA,NA,SSE,35,S,SSW,24,20,29,17,1010.2,1007.4,NA,NA,26.3,32.3,No,0,No
2013-11-17,Uluru,16.6,34.6,0,NA,NA,ENE,48,ESE,E,26,24,20,8,1011.1,1007.2,NA,NA,26.7,33.1,No,0,No
2013-11-18,Uluru,21.7,34.2,0,NA,NA,ENE,50,ENE,N,33,19,12,10,1009.3,1005.2,NA,NA,27.2,33,No,0,No
2013-11-19,Uluru,20,35.8,0,NA,NA,SSW,54,NNW,NE,20,11,26,18,1008.1,1002.9,NA,NA,28.9,34,No,2.6,Yes
2013-11-20,Uluru,17.9,33.9,2.6,NA,NA,S,54,SSW,NW,6,11,78,27,1009.5,1005.2,NA,NA,21,31.6,Yes,1,No
2013-11-21,Uluru,18.3,29.3,1,NA,NA,S,41,S,SE,19,17,84,37,1011.4,1007.5,NA,NA,19.8,27.5,No,0.4,No
2013-11-22,Uluru,18,36.3,0.4,NA,NA,SE,48,S,NW,13,6,53,24,1011.2,1005.1,NA,NA,21.6,34.4,No,0.2,No
2013-11-23,Uluru,20.1,34,0.2,NA,NA,NE,59,ENE,SE,19,13,29,31,1008,1004.4,NA,NA,28.9,32.2,No,23.2,Yes
2013-11-24,Uluru,17.9,36,23.2,NA,NA,NE,44,E,NNW,9,11,58,24,1007.9,1003,NA,NA,25.5,34.8,Yes,0,No
2013-11-25,Uluru,20.8,35.8,0,NA,NA,SSW,76,ESE,SW,26,24,37,30,1005.7,1003,NA,NA,26.3,32.8,No,0,No
2013-11-26,Uluru,23.3,30.4,0,NA,NA,SE,57,NW,NNW,9,13,43,48,1007.9,1006.5,NA,NA,27.1,28.1,No,0,No
2013-11-27,Uluru,19.4,39.6,0,NA,NA,N,44,ENE,NNE,20,22,36,14,1009.1,1004,NA,NA,30.3,38.3,No,11.4,Yes
2013-11-28,Uluru,16.5,32,11.4,NA,NA,SW,61,SSW,NNE,19,13,98,58,1011,1005.7,NA,NA,17.1,28.6,Yes,7.8,Yes
2013-11-29,Uluru,17,36.8,7.8,NA,NA,ESE,35,E,SE,22,6,45,30,1009.4,1005.5,NA,NA,26.9,34.6,Yes,0,No
2013-11-30,Uluru,26.1,39.1,0,NA,NA,W,65,ENE,NE,28,19,33,22,1008.5,1004.1,NA,NA,29.7,37,No,2.4,Yes
2013-12-01,Uluru,22.7,39.4,2.4,NA,NA,NNW,44,NNE,N,13,20,52,25,1010.3,1006.8,NA,NA,29.7,37.8,Yes,0.2,No
2013-12-02,Uluru,25.7,41.4,0.2,NA,NA,SW,46,ENE,N,28,11,27,17,1010.4,1005.9,NA,NA,32.7,39.3,No,0,No
2013-12-03,Uluru,29.3,41.7,0,NA,NA,WNW,57,NW,NW,20,22,32,21,1006.9,1003.2,NA,NA,34.4,39.4,No,0,No
2013-12-04,Uluru,20.9,33.1,0,NA,NA,SSW,50,SSW,SSW,19,20,46,31,1010.4,1007.8,NA,NA,23.4,31.2,No,0,No
2013-12-05,Uluru,16.6,31.5,0,NA,NA,SSE,46,ESE,ESE,24,17,33,9,1015.8,1012,NA,NA,20,30.4,No,0,No
2013-12-06,Uluru,14.9,33.6,0,NA,NA,E,54,ENE,NNE,28,17,20,9,1015.8,1011.1,NA,NA,24.5,31.2,No,0,No
2013-12-07,Uluru,16.2,37.6,0,NA,NA,E,37,NE,NNW,24,13,15,8,1013.5,1009,NA,NA,27.7,36.2,No,0,No
2013-12-08,Uluru,21.4,39.8,0,NA,NA,SSW,52,NW,WSW,4,11,19,16,1010.8,1006.1,NA,NA,29.5,37.8,No,2.4,Yes
2013-12-09,Uluru,23.3,35.1,2.4,NA,NA,S,44,SE,SSW,9,11,85,38,1010,1006.9,NA,NA,23.9,33.7,Yes,0,No
2013-12-10,Uluru,21.3,33.2,0,NA,NA,S,43,SE,E,24,20,48,24,1012.8,1008.4,NA,NA,23.3,31.4,No,0,No
2013-12-11,Uluru,22,26.1,0,NA,NA,SE,44,ESE,NE,28,26,22,35,1012.2,1012.3,NA,NA,25.3,24.6,No,0.6,No
2013-12-12,Uluru,14.1,33.6,0.6,NA,NA,ESE,37,ESE,ENE,17,13,35,14,1013.4,1009.3,NA,NA,24,31.9,No,0,No
2013-12-13,Uluru,16,36,0,NA,NA,E,31,E,ESE,17,19,14,9,1013.9,1010,NA,NA,28.4,34.9,No,0,No
2013-12-14,Uluru,20.7,36.4,0,NA,NA,ESE,43,ESE,E,28,17,17,9,1015.2,1010.4,NA,NA,28.5,34.7,No,0,No
2013-12-15,Uluru,20.6,37.3,0,NA,NA,ESE,46,E,ESE,30,9,13,9,1014.1,1010.1,NA,NA,30.4,36,No,0,No
2013-12-16,Uluru,22.2,39.1,0,NA,NA,ENE,41,E,E,26,22,14,8,1013.5,1009,NA,NA,29.9,37.7,No,0,No
2013-12-17,Uluru,19.7,40.1,0,NA,NA,ESE,44,NA,SE,0,19,27,8,1012.5,1008.3,NA,NA,32.3,37.8,No,0,No
2013-12-18,Uluru,24.4,40.2,0,NA,NA,NNW,56,NE,ESE,7,11,8,7,1011.7,1008.4,NA,NA,32.9,39.4,No,0,No
2013-12-19,Uluru,23.3,42.7,0,NA,NA,WSW,44,SSE,N,7,20,15,6,1010.6,1006.3,NA,NA,33.8,41,No,0,No
2013-12-20,Uluru,25.5,43,0,NA,NA,SW,74,NW,NNW,24,22,26,13,1007.9,1003.1,NA,NA,34.9,41.2,No,2.6,Yes
2013-12-21,Uluru,21.2,27.7,2.6,NA,NA,SSW,39,ENE,WNW,13,11,72,65,1009.3,1009.6,NA,NA,23.3,26.6,Yes,0.4,No
2013-12-22,Uluru,21.4,24.8,0.4,NA,NA,SSW,50,NE,SE,11,26,72,97,1010.6,1010.4,NA,NA,23.8,17.7,No,6.6,Yes
2013-12-23,Uluru,16.6,26.4,6.6,NA,NA,SSE,41,SE,E,20,22,74,50,1014.2,1012.6,NA,NA,19.3,24.9,Yes,0,No
2013-12-24,Uluru,18,28.6,0,NA,NA,NE,39,E,NE,24,22,48,41,1014.1,1010.6,NA,NA,22.5,27.1,No,0,No
2013-12-25,Uluru,15.9,35.7,0,NA,NA,S,33,NNW,ESE,7,15,57,18,1012,1008.2,NA,NA,26,34.3,No,0,No
2013-12-26,Uluru,18.7,39.1,0,NA,NA,S,39,NW,E,17,13,47,15,1012.2,1007.7,NA,NA,29.3,38.1,No,0,No
2013-12-27,Uluru,19.5,40.5,0,NA,NA,NE,35,NNW,ESE,15,24,28,12,1009.9,1005,NA,NA,30.9,39.3,No,0,No
2013-12-28,Uluru,19.5,43.8,0,NA,NA,SSE,43,NNW,SE,11,9,13,8,1008.4,1004.7,NA,NA,34.3,41.5,No,0,No
2013-12-29,Uluru,24.5,43.1,0,NA,NA,NE,46,E,NNE,33,24,21,8,1010.4,1006.2,NA,NA,31.6,41.1,No,0,No
2013-12-30,Uluru,23.8,43.1,0,NA,NA,NNW,69,N,NW,11,37,35,17,1010.3,1007,NA,NA,32,38.6,No,0,No
2013-12-31,Uluru,22.1,43,0,NA,NA,W,56,W,N,9,17,29,14,1010.1,1006.3,NA,NA,34.1,40.9,No,0,No
2014-01-01,Uluru,24.7,44.4,0,NA,NA,W,54,ENE,NW,4,24,26,15,1007.5,1003.8,NA,NA,36,42,No,0,No
2014-01-02,Uluru,31,42.7,0,NA,NA,WSW,54,SSW,WSW,26,26,34,16,1008.1,1005.6,NA,NA,34.4,41.2,No,0,No
2014-01-03,Uluru,23.1,37.4,0,NA,NA,SSE,50,S,SSW,26,26,48,12,1012,1008.2,NA,NA,25.5,35.6,No,0,No
2014-01-04,Uluru,21.5,35.9,0,NA,NA,SE,37,SE,E,22,13,31,15,1013.3,1008.2,NA,NA,26.3,33.8,No,0,No
2014-01-05,Uluru,20,36.5,0,NA,NA,SSE,44,E,SE,24,13,13,10,1012.7,1009.3,NA,NA,28.5,35.2,No,0,No
2014-01-06,Uluru,18.3,36,0,NA,NA,SE,57,E,ESE,28,17,29,11,1016,1011.7,NA,NA,26.4,34.2,No,0,No
2014-01-07,Uluru,16,35,0,NA,NA,E,44,E,SE,33,24,19,8,1016.4,1010.7,NA,NA,25.1,32.8,No,0,No
2014-01-08,Uluru,17.2,36.3,0,NA,NA,E,46,ENE,S,24,26,14,7,1012.8,1007.6,NA,NA,26.4,35.5,No,0,No
2014-01-09,Uluru,18.4,37.6,0,NA,NA,SE,37,ENE,ESE,26,20,11,6,1011.3,1006.9,NA,NA,28.1,36.1,No,0,No
2014-01-10,Uluru,16.5,39.7,0,NA,NA,SE,44,E,SE,20,13,9,6,1011.6,1008.7,NA,NA,30.9,38.3,No,0,No
2014-01-11,Uluru,22.5,41.4,0,NA,NA,SE,52,SE,ESE,30,20,8,7,1013.2,1009.3,NA,NA,33.6,39.7,No,0,No
2014-01-12,Uluru,26.2,41.6,0,NA,NA,ESE,63,ENE,E,37,26,18,10,1011,1006.4,NA,NA,34.6,40.3,No,0,No
2014-01-13,Uluru,24.9,39.5,0,NA,NA,E,57,E,NW,26,28,22,25,1007.2,1003.9,NA,NA,32.8,34.3,No,0.2,No
2014-01-14,Uluru,24.4,40.5,0.2,NA,NA,E,46,N,ESE,6,26,30,21,1006.7,1003.7,NA,NA,32.8,37.2,No,1,No
2014-01-15,Uluru,23.3,40,1,NA,NA,ENE,56,NE,ENE,13,9,31,16,1007.2,1002.5,NA,NA,32.9,38.8,No,0.4,No
2014-01-16,Uluru,24,30.4,0.4,NA,NA,NE,50,ENE,NA,20,NA,74,NA,1006.4,NA,NA,NA,25.4,NA,No,18.4,Yes
2014-01-17,Uluru,22.3,29.7,18.4,NA,NA,ENE,48,ESE,E,20,26,94,72,1005.5,1003.3,NA,NA,23.5,27,Yes,7,Yes
2014-01-18,Uluru,21.9,25.3,7,NA,NA,E,50,E,E,24,26,97,90,1006.4,1005.2,NA,NA,22.6,23.7,Yes,4.4,Yes
2014-01-19,Uluru,21.1,28.5,4.4,NA,NA,ENE,39,E,ENE,11,24,80,62,1007.7,1005.9,NA,NA,23.5,28.1,Yes,0,No
2014-01-20,Uluru,21.5,29,0,NA,NA,E,37,E,ESE,7,17,69,57,1007.1,1005.4,NA,NA,25,27.4,No,0.8,No
2014-01-21,Uluru,23,35.3,0.8,NA,NA,N,52,N,E,11,24,66,28,1007.3,1003.5,NA,NA,26.1,34.2,No,0,No
2014-01-22,Uluru,26,38.6,0,NA,NA,ENE,50,NE,N,19,20,40,30,1006.9,1004,NA,NA,31.6,35.8,No,0,No
2014-01-23,Uluru,26.4,39.1,0,NA,NA,E,43,ENE,NNW,30,17,13,30,1007.6,1004.2,NA,NA,31.8,37.8,No,0,No
2014-01-24,Uluru,29.3,42.3,0,NA,NA,WSW,56,SW,NNW,20,15,37,24,1005.7,1002.5,NA,NA,34.5,39.7,No,5.4,Yes
2014-01-25,Uluru,20.7,28.8,5.4,NA,NA,ESE,44,ESE,SE,13,17,87,61,1012.6,1010.3,NA,NA,22,26.7,Yes,0,No
2014-01-26,Uluru,21.6,36.3,0,NA,NA,E,41,E,NE,30,15,32,25,1010.7,1007.2,NA,NA,28.7,34.8,No,0,No
2014-01-27,Uluru,24.3,40.2,0,NA,NA,SE,57,ENE,E,30,20,19,20,1007.9,1003.8,NA,NA,32.4,39.3,No,0.4,No
2014-01-28,Uluru,24.3,37.8,0.4,NA,NA,E,104,N,SE,13,13,46,27,1007.9,1003.7,NA,NA,32,37.1,No,0,No
2014-01-29,Uluru,23.3,41.2,0,NA,NA,E,44,S,NE,9,24,45,14,1007.9,1003.8,NA,NA,31.5,40.1,No,0,No
2014-01-30,Uluru,25,41.9,0,NA,NA,E,43,E,SE,20,11,19,11,1006.4,1002.8,NA,NA,33.8,40.5,No,0,No
2014-01-31,Uluru,25.3,41.4,0,NA,NA,E,54,E,E,26,24,15,8,1005.5,1002.2,NA,NA,33.5,39.6,No,0,No
2014-02-01,Uluru,19.9,40.7,0,NA,NA,E,43,ESE,E,22,17,11,7,1002.7,999,NA,NA,32.5,38.6,No,0,No
2014-02-02,Uluru,27.5,40.4,0,NA,NA,SE,46,E,ESE,26,11,32,14,1002.3,997.9,NA,NA,31,37.9,No,0,No
2014-02-03,Uluru,26.1,35,0,NA,NA,S,65,ESE,W,22,13,54,69,1003.6,1001.5,NA,NA,30.8,28.8,No,20.8,Yes
2014-02-04,Uluru,20.9,31.7,20.8,NA,NA,E,61,SE,SSW,26,15,53,89,1005.7,1003,NA,NA,27.7,27,Yes,26.4,Yes
2014-02-05,Uluru,21.3,37.6,26.4,NA,NA,ENE,50,ESE,ESE,20,26,50,21,1006.7,1003.4,NA,NA,28.7,35.8,Yes,0,No
2014-02-06,Uluru,23,39.2,0,NA,NA,E,56,E,SE,28,33,29,16,1007.1,1003.3,NA,NA,31.4,37.7,No,0,No
2014-02-07,Uluru,24.1,39.5,0,NA,NA,E,59,E,ESE,20,31,28,16,1007.1,1003.1,NA,NA,32.1,38.2,No,0,No
2014-02-08,Uluru,23.5,38.9,0,NA,NA,NE,46,ENE,ENE,22,26,27,16,1006.3,1002.4,NA,NA,32.7,37.3,No,0,No
2014-02-09,Uluru,21.8,41,0,NA,NA,ESE,59,E,ESE,13,19,29,15,1007.8,1004.5,NA,NA,32,39.5,No,0,No
2014-02-10,Uluru,24.9,40.8,0,NA,NA,NW,65,ENE,ENE,22,30,24,16,1007,1002.4,NA,NA,33,39.8,No,1.8,Yes
2014-02-11,Uluru,26.2,38.2,1.8,NA,NA,ENE,59,N,N,19,17,54,34,1005.3,1001.2,NA,NA,31.3,36.7,Yes,0,No
2014-02-12,Uluru,27.3,37.2,0,NA,NA,NE,76,NE,ENE,30,22,47,37,1003.6,999.9,NA,NA,30.9,35.1,No,8.6,Yes
2014-02-13,Uluru,23.3,33.3,8.6,NA,NA,NNW,56,N,NNW,24,31,79,53,1006,1002.6,NA,NA,25.8,32.4,Yes,0,No
2014-02-14,Uluru,24.9,35,0,NA,NA,W,61,NW,WSW,31,33,67,62,1001.8,998.9,NA,NA,29.1,30.2,No,0,No
2014-02-15,Uluru,22,30.3,0,NA,NA,SSW,41,SSW,S,20,26,70,47,1004.7,1002.8,NA,NA,24.7,28.6,No,0,No
2014-02-16,Uluru,16.6,34,0,NA,NA,ENE,48,ESE,S,22,19,55,21,1010,1006.4,NA,NA,22.6,31.3,No,0,No
2014-02-17,Uluru,17.3,35.7,0,NA,NA,SE,35,E,SE,22,15,32,12,1010.5,1006.7,NA,NA,25.9,34.1,No,0,No
2014-02-18,Uluru,17.5,36.7,0,NA,NA,S,44,ESE,SSE,15,17,20,10,1010,1005.2,NA,NA,28.1,35.6,No,0,No
2014-02-19,Uluru,20.1,32.6,0,NA,NA,SE,44,SSE,S,24,19,46,17,1010.9,1007.5,NA,NA,22.3,30.8,No,0,No
2014-02-20,Uluru,17.7,32.5,0,NA,NA,SE,43,ESE,ESE,28,17,44,21,1014.3,1010.2,NA,NA,21.2,30.1,No,0,No
2014-02-21,Uluru,15.2,31.3,0,NA,NA,SE,56,ESE,ESE,30,22,27,16,1017.5,1013.3,NA,NA,21.8,30.2,No,0,No
